DOMINIAL;1010000141;2;09/03/1999;RO;GUAJARA-MIRIM;AV BEIRA RIO 500 MARGEM DO RIO MAMORE CEP: 76850000;CENTRO;MARGINAL DE RIO;TERRENO;OCUPACAO                      ;União (Adm. Pub. Fed. direta);12/02/2001;2.131,20;2.131,20
DOMINIAL;1010000222;1;16/03/1999;RO;GUAJARA-MIRIM;AV BEIRA RIO 1398 QUADRAS 159B E 160B CEP: 76850000;TRIANGULO;MARGINAL DE RIO;TERRENO;OCUPACAO                      ;União (Adm. Pub. Fed. direta);01/05/1998;6.175,00;6.175,00
DOMINIAL;1010000303;1;16/03/1999;RO;GUAJARA-MIRIM;AV BEIRA RIO 1001 QUADRA 115B - MARGEM DO RIO MAMORE CEP: 76850000;TRIANGULO;MARGINAL DE RIO;TERRENO;OCUPACAO                      ;União (Adm. Pub. Fed. direta);01/05/1998;1.925,00;1.925,00
DOMINIAL;1010000494;1;16/03/1999;RO;GUAJARA-MIRIM;AV ESTEVAO CORREA 13 MARGEM DO RIO MAMORE CEP: 76850000;TRIANGULO;MARGINAL DE RIO;TERRENO;OCUPACAO                      ;União (Adm. Pub. Fed. direta);01/05/1998;1.800,00;1.800,00
DOMINIAL;1010000737;1;21/08/2000;RO;GUAJARA-MIRIM;AV BEIRA RIO 45 QUADRA 46B SETOR 01 CEP: 76850000;CENTRO;MARGINAL DE RIO C/NAC INTERIOR;TERRENO;OCUPACAO                      ;União (Adm. Pub. Fed. direta);01/01/1997;660;660
DOMINIAL;1010000818;1;20/10/2000;RO;GUAJARA-MIRIM;AV CONSTITUICAO 650  CEP: 76850000;CENTRO;NACIONAL INTERIOR;TERRENO;OCUPACAO                      ;União (Adm. Pub. Fed. direta);01/01/1997;700;700
DOMINIAL;1010000907;2;07/12/2001;RO;GUAJARA-MIRIM;AV CONSTITUICAO 1360  CEP: 76850000;TRIANGULO;MARGINAL DE RIO C/NAC INTERIOR;TERRENO;OCUPACAO                      ;União (Adm. Pub. Fed. direta);30/08/2005;10.870,00;10.870,00
DOMINIAL;1010001032;1;17/01/2008;RO;GUAJARA-MIRIM;AV CONSTITUICAO 1200 SETOR 1 CEP: 76850000;TRIANGULO;MARGINAL DE RIO C/NAC INTERIOR;TERRENO;OCUPACAO                      ;União (Adm. Pub. Fed. direta);01/01/1984;8.734,28;8.734,28
DOMINIAL;1010001113;1;23/01/2008;RO;GUAJARA-MIRIM;AV BEIRA RIO 528 SETOR 1 CEP: 76850000;CENTRO;NACIONAL INTERIOR;TERRENO;OCUPACAO                      ;União (Adm. Pub. Fed. direta);01/01/1985;321,01;321,01
DOMINIAL;1010001202;3;29/02/2008;RO;GUAJARA-MIRIM;AV CONSTITUICAO 600 ESQUINA COM AV MARECHAL DEODORO CEP: 76850000;CENTRO;NACIONAL INTERIOR;TERRENO;OCUPACAO                      ;União (Adm. Pub. Fed. direta);28/05/2008;1.132,00;1.132,00
